title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems,keywords
5 takeaways from the New York City mayoral debate,"Gregory Krieg, CNN",CNN,"The contest to become New York City's next mayor effectively ended early this summer, when Brooklyn Borough President Eric Adams won the Democratic primary.","(CNN)The contest to become New York City's next mayor effectively ended early this summer, when Brooklyn Borough President Eric Adams won the Democratic primary.
But on Wednesday night, Adams shared… [+7251 chars]",2021-10-21,https://www.cnn.com/2021/10/20/politics/new-york-mayor-debate-eric-adams-curtis-sliwa/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211020221220-02-nyc-mayoral-debate-1020-super-tease.jpg,takeaways from the new york city mayoral debate cnn the contest to become new york city is next mayor effectively ended early this summer when brooklyn borough president eric adams won the democratic primary but on wednesday night adams shared  chars,"['takeaways', 'new', 'york', 'city', 'mayoral', 'debate', 'cnn', 'contest', 'become', 'new', 'york', 'city', 'next', 'mayor', 'effectively', 'ended', 'early', 'summer', 'brooklyn', 'borough', 'president', 'eric', 'adams', 'democratic', 'primary', 'wednesday', 'night', 'adams', 'shared', 'chars']",takeaway new york city mayoral debate cnn contest become next mayor effectively ended early summer brooklyn borough president eric adam democratic primary wednesday night shared char,"['takeaways', 'new', 'york', 'city', 'mayoral', 'debate', 'cnn', 'contest', 'become', 'next', 'mayor', 'effectively', 'ended', 'early', 'summer', 'brooklyn', 'borough', 'president', 'eric', 'adams', 'democratic', 'primary', 'wednesday', 'night', 'shared', 'chars']"
Five things to watch out for in NFL Week 9,"Kevin Dotson, CNN",CNN,"As Week 9 of the NFL season gets underway, here are five things to look out for in the upcoming games.","(CNN)As Week 9 of the NFL season gets underway, here are five things to look out for in the upcoming games. 
Green Bay Packers travel to hostile Arrowhead Stadium without QB Aaron Rodgers
With Covi… [+3313 chars]",2021-11-07,https://www.cnn.com/2021/11/07/sport/nfl-week-9-preview-spt-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211107144527-jordan-love-super-tease.jpg,five things to watch out for in nfl week  cnn as week  of the nfl season gets underway here are five things to look out for in the upcoming games green bay packers travel to hostile arrowhead stadium without qb aaron rodgers with covi  chars,"['five', 'things', 'watch', 'nfl', 'week', 'cnn', 'week', 'nfl', 'season', 'gets', 'underway', 'five', 'things', 'look', 'upcoming', 'games', 'green', 'bay', 'packers', 'travel', 'hostile', 'arrowhead', 'stadium', 'without', 'qb', 'aaron', 'rodgers', 'covi', 'chars']",five thing watch nfl week cnn season get underway look upcoming game green bay packer travel hostile arrowhead stadium without qb aaron rodgers covi char,"['five', 'things', 'watch', 'nfl', 'week', 'cnn', 'season', 'gets', 'underway', 'look', 'upcoming', 'games', 'green', 'bay', 'packers', 'travel', 'hostile', 'arrowhead', 'stadium', 'without', 'qb', 'aaron', 'rodgers', 'covi', 'chars']"
Embattled election chief in Fulton County resigns,"Fredreka Schouten, CNN",CNN,"Richard Barron, who oversees elections in Georgia's biggest Democratic county, is announcing his resignation Wednesday -- following a tumultuous year that has included death threats against him and his staff and the potential takeover of election operations i…","(CNN)Richard Barron, who oversees elections in Georgia's biggest Democratic county, is announcing his resignation Wednesday -- following a tumultuous year that has included death threats against him … [+3835 chars]",2021-11-03,https://www.cnn.com/2021/11/03/politics/fulton-county-election-chief-resigns/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211103143930-01-richard-barron-super-tease.jpg,embattled election chief in fulton county resigns cnn richard barron who oversees elections in georgia is biggest democratic county is announcing his resignation wednesday following a tumultuous year that has included death threats against him  chars,"['embattled', 'election', 'chief', 'fulton', 'county', 'resigns', 'cnn', 'richard', 'barron', 'oversees', 'elections', 'georgia', 'biggest', 'democratic', 'county', 'announcing', 'resignation', 'wednesday', 'following', 'tumultuous', 'year', 'included', 'death', 'threats', 'chars']",embattled election chief fulton county resigns cnn richard barron oversees election georgia biggest democratic announcing resignation wednesday following tumultuous year included death threat char,"['embattled', 'election', 'chief', 'fulton', 'county', 'resigns', 'cnn', 'richard', 'barron', 'oversees', 'elections', 'georgia', 'biggest', 'democratic', 'announcing', 'resignation', 'wednesday', 'following', 'tumultuous', 'year', 'included', 'death', 'threats', 'chars']"
Analysis: Biden and Xi are about to enter talks from contrasting political positions,"Analysis by Stephen Collinson, CNN",CNN,Never in the modern histories of the United States and China has antagonism been so high ahead of a major leaders' summit.,"This story was excerpted from the November 15 edition of CNN's Meanwhile in America, the daily email about US politics for global readers. Click here to read past editions and subscribe.
 (CNN)Never… [+2662 chars]",2021-11-15,https://www.cnn.com/2021/11/15/world/meanwhile-in-america-november-15-intl-latam/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211115110823-01-joe-biden-xi-jinping-split-super-tease.jpg,analysis biden and xi are about to enter talks from contrasting political positions this story was excerpted from the november  edition of cnn is meanwhile in america the daily email about us politics for global readers click here to read past editions and subscribe cnn never  chars,"['analysis', 'biden', 'xi', 'enter', 'talks', 'contrasting', 'political', 'positions', 'story', 'excerpted', 'november', 'edition', 'cnn', 'meanwhile', 'america', 'daily', 'email', 'us', 'politics', 'global', 'readers', 'click', 'read', 'past', 'editions', 'subscribe', 'cnn', 'never', 'chars']",analysis biden xi enter talk contrasting political position story excerpted november edition cnn meanwhile america daily email u politics global reader click read past edition subscribe never char,"['analysis', 'biden', 'xi', 'enter', 'talks', 'contrasting', 'political', 'positions', 'story', 'excerpted', 'november', 'edition', 'cnn', 'meanwhile', 'america', 'daily', 'email', 'us', 'politics', 'global', 'readers', 'click', 'read', 'past', 'editions', 'subscribe', 'never', 'chars']"
Mom of woman killed 22 years ago comes from Texas to Indiana to thank police officer who's taken care of her daughter's memorial,"David Williams, CNN",CNN,"Indianapolis Police Officer Jeff Stagg wasn't expecting any fanfare when he would stop to pick up trash and clear away the weeds around a roadside memorial for Shelby Smith -- he just didn't want the young woman, who was killed 22 years ago by a drunk driver,…",(CNN)Indianapolis Police Officer Jeff Stagg wasn't expecting any fanfare when he would stop to pick up trash and clear away the weeds around a roadside memorial for Shelby Smith -- he just didn't wan… [+4540 chars],2021-10-20,https://www.cnn.com/2021/10/20/us/indianapolis-police-memorial-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211019123538-02-indianapolis-memorial-police-trnd-super-tease.jpg,mom of woman killed  years ago comes from texas to indiana to thank police officer who is taken care of her daughter is memorial cnn indianapolis police officer jeff stagg was not expecting any fanfare when he would stop to pick up trash and clear away the weeds around a roadside memorial for shelby smith he just did not wan  chars,"['mom', 'woman', 'killed', 'years', 'ago', 'comes', 'texas', 'indiana', 'thank', 'police', 'officer', 'taken', 'care', 'daughter', 'memorial', 'cnn', 'indianapolis', 'police', 'officer', 'jeff', 'stagg', 'expecting', 'fanfare', 'would', 'stop', 'pick', 'trash', 'clear', 'away', 'weeds', 'around', 'roadside', 'memorial', 'shelby', 'smith', 'wan', 'chars']",mom woman killed year ago come texas indiana thank police officer taken care daughter memorial cnn indianapolis jeff stagg expecting fanfare would stop pick trash clear away weed around roadside shelby smith wan char,"['mom', 'woman', 'killed', 'years', 'ago', 'comes', 'texas', 'indiana', 'thank', 'police', 'officer', 'taken', 'care', 'daughter', 'memorial', 'cnn', 'indianapolis', 'jeff', 'stagg', 'expecting', 'fanfare', 'would', 'stop', 'pick', 'trash', 'clear', 'away', 'weeds', 'around', 'roadside', 'shelby', 'smith', 'wan', 'chars']"
Opinion: Why Halloween feels so different this year,Opinion by Tess Taylor,CNN,"Halloween this year feels different than the macabre, plasticked-up horror film version of the holiday that can run on repeat this time of year (cue spooky laugh here), writes Tess Taylor. She says it feels more like Samhain, the Celtic festival where the gra…","Tess Taylor is the author of the poetry collections ""Work &amp; Days,"" ""The Forage House"" and most recently, ""Rift Zone"" and ""Last West: Roadsongs for Dorothea Lange."" Views expressed in this comment… [+5098 chars]",2021-10-30,https://www.cnn.com/2021/10/30/opinions/why-halloween-feels-so-different-this-year-taylor/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211027160855-01-halloween-trick-or-treaters-2020-super-tease.jpg,opinion why halloween feels so different this year tess taylor is the author of the poetry collections work amp days the forage house and most recently rift zone and last west roadsongs for dorothea lange views expressed in this comment  chars,"['opinion', 'halloween', 'feels', 'different', 'year', 'tess', 'taylor', 'author', 'poetry', 'collections', 'work', 'amp', 'days', 'forage', 'house', 'recently', 'rift', 'zone', 'last', 'west', 'roadsongs', 'dorothea', 'lange', 'views', 'expressed', 'comment', 'chars']",opinion halloween feel different year te taylor author poetry collection work amp day forage house recently rift zone last west roadsongs dorothea lange view expressed comment char,"['opinion', 'halloween', 'feels', 'different', 'year', 'tess', 'taylor', 'author', 'poetry', 'collections', 'work', 'amp', 'days', 'forage', 'house', 'recently', 'rift', 'zone', 'last', 'west', 'roadsongs', 'dorothea', 'lange', 'views', 'expressed', 'comment', 'chars']"
'The Sopranos' movie was never going to be as good as the TV show,Opinion by Bill Carter for CNN Business Perspectives,CNN,"I don't know what people expected from ""The Sopranos"" prequel movie, ""The Many Saints of Newark,"" but many of the reactions have been along the lines of, ""It's good; but not as good as the TV show."" (That happens to be mine, as well.)","Bill Carter, a media analyst for CNN, covered the television industry for The New York Times for 25 years, and has written four books on TV, including The Late Shift and The War for Late Night. The o… [+4874 chars]",2021-10-24,https://www.cnn.com/2021/10/24/perspectives/the-sopranos-movie-many-saints-of-newark/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211022162426-the-sopranos-hbo-super-tease.jpg,the sopranos movie was never going to be as good as the tv show bill carter a media analyst for cnn covered the television industry for the new york times for  years and has written four books on tv including the late shift and the war for late night the o  chars,"['sopranos', 'movie', 'never', 'going', 'good', 'tv', 'show', 'bill', 'carter', 'media', 'analyst', 'cnn', 'covered', 'television', 'industry', 'new', 'york', 'times', 'years', 'written', 'four', 'books', 'tv', 'including', 'late', 'shift', 'war', 'late', 'night', 'chars']",soprano movie never going good tv show bill carter medium analyst cnn covered television industry new york time year written four book including late shift war night char,"['sopranos', 'movie', 'never', 'going', 'good', 'tv', 'show', 'bill', 'carter', 'media', 'analyst', 'cnn', 'covered', 'television', 'industry', 'new', 'york', 'times', 'years', 'written', 'four', 'books', 'including', 'late', 'shift', 'war', 'night', 'chars']"
"Review: 'Eternals' expands the Marvel universe with a messy, history-spanning origin saga","Review by Brian Lowry, CNN",CNN,"Adapting a relatively obscure comic into a sprawling epic, ""Eternals"" might be Marvel's boldest bet since ""Guardians of the Galaxy,"" and that worked out. Whether this millennia-spanning tale of immortals hiding in plain sight on Earth can repeat history will …","(CNN)Adapting a relatively obscure comic into a sprawling epic, ""Eternals"" might be Marvel's boldest bet since ""Guardians of the Galaxy,"" and that worked out. Whether this millennia-spanning tale of … [+4284 chars]",2021-10-24,https://www.cnn.com/2021/10/24/entertainment/eternals-review/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211021201358-03-eternals-marvel-super-tease.jpg,review eternals expands the marvel universe with a messy history spanning origin saga cnn adapting a relatively obscure comic into a sprawling epic eternals might be marvel is boldest bet since guardians of the galaxy and that worked out whether this millennia spanning tale of  chars,"['review', 'eternals', 'expands', 'marvel', 'universe', 'messy', 'history', 'spanning', 'origin', 'saga', 'cnn', 'adapting', 'relatively', 'obscure', 'comic', 'sprawling', 'epic', 'eternals', 'might', 'marvel', 'boldest', 'bet', 'since', 'guardians', 'galaxy', 'worked', 'whether', 'millennia', 'spanning', 'tale', 'chars']",review eternals expands marvel universe messy history spanning origin saga cnn adapting relatively obscure comic sprawling epic might boldest bet since guardian galaxy worked whether millennium tale char,"['review', 'eternals', 'expands', 'marvel', 'universe', 'messy', 'history', 'spanning', 'origin', 'saga', 'cnn', 'adapting', 'relatively', 'obscure', 'comic', 'sprawling', 'epic', 'might', 'boldest', 'bet', 'since', 'guardians', 'galaxy', 'worked', 'whether', 'millennia', 'tale', 'chars']"
Opinion: Kamala Harris' Paris trip puts a band-aid on deteriorating US-France relations,Opinion by David A. Andelman,CNN,"Whether all this bonhomie will be enough to patch over deeply frayed relations between the US and France remains to be seen. What is apparent, however, is that the two leaders are touting their partnership -- with the goal of making a mark at home as Macron f…","David A. Andelman, a contributor to CNN, twice winner of the Deadline Club Award, and executive director of The Red Lines Project, is the author of ""A Red Line in the Sand: Diplomacy, Strategy, and t… [+5684 chars]",2021-11-12,https://www.cnn.com/2021/11/12/opinions/kamala-harris-paris-trip-macron-us-france-relations-andelman/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211110133831-kamala-harris-emmanuel-macron-paris-1110-super-tease.jpg,opinion kamala harris paris trip puts a band aid on deteriorating us france relations david a andelman a contributor to cnn twice winner of the deadline club award and executive director of the red lines project is the author of a red line in the sand diplomacy strategy and t  chars,"['opinion', 'kamala', 'harris', 'paris', 'trip', 'puts', 'band', 'aid', 'deteriorating', 'us', 'france', 'relations', 'david', 'andelman', 'contributor', 'cnn', 'twice', 'winner', 'deadline', 'club', 'award', 'executive', 'director', 'red', 'lines', 'project', 'author', 'red', 'line', 'sand', 'diplomacy', 'strategy', 'chars']",opinion kamala harris paris trip put band aid deteriorating u france relation david andelman contributor cnn twice winner deadline club award executive director red line project author line sand diplomacy strategy char,"['opinion', 'kamala', 'harris', 'paris', 'trip', 'puts', 'band', 'aid', 'deteriorating', 'us', 'france', 'relations', 'david', 'andelman', 'contributor', 'cnn', 'twice', 'winner', 'deadline', 'club', 'award', 'executive', 'director', 'red', 'lines', 'project', 'author', 'line', 'sand', 'diplomacy', 'strategy', 'chars']"
'People have freedoms': Republicans eyeing 2024 take on Biden's vaccine mandate,"Eric Bradner, CNN",CNN,"A growing roster of ambitious Republicans, including Florida Gov. Ron DeSantis and Texas Gov. Greg Abbott, joined the legal battle against President Joe Biden's workplace vaccine mandates.","(CNN)A growing roster of ambitious Republicans, including Florida Gov. Ron DeSantis and Texas Gov. Greg Abbott, joined the legal battle against President Joe Biden's workplace vaccine mandates.
The … [+4633 chars]",2021-11-05,https://www.cnn.com/2021/11/05/politics/republicans-2024-biden-vaccine-mandate/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200707071318-desantis-abbott-split-super-tease.jpg,people have freedoms republicans eyeing  take on biden is vaccine mandate cnn a growing roster of ambitious republicans including florida gov ron desantis and texas gov greg abbott joined the legal battle against president joe biden is workplace vaccine mandates the  chars,"['people', 'freedoms', 'republicans', 'eyeing', 'take', 'biden', 'vaccine', 'mandate', 'cnn', 'growing', 'roster', 'ambitious', 'republicans', 'including', 'florida', 'gov', 'ron', 'desantis', 'texas', 'gov', 'greg', 'abbott', 'joined', 'legal', 'battle', 'president', 'joe', 'biden', 'workplace', 'vaccine', 'mandates', 'chars']",people freedom republican eyeing take biden vaccine mandate cnn growing roster ambitious including florida gov ron desantis texas greg abbott joined legal battle president joe workplace mandate char,"['people', 'freedoms', 'republicans', 'eyeing', 'take', 'biden', 'vaccine', 'mandate', 'cnn', 'growing', 'roster', 'ambitious', 'including', 'florida', 'gov', 'ron', 'desantis', 'texas', 'greg', 'abbott', 'joined', 'legal', 'battle', 'president', 'joe', 'workplace', 'mandates', 'chars']"
Pandemic holiday travel 2.0: How to navigate Thanksgiving this year,"By Marnie Hunter, CNN",CNN,"After hunkering down for the holidays in 2020, far more travelers are expected to be on the move this year.","(CNN) After hunkering down for the holidays in 2020, far more travelers are expected to be on the move this year. 
In the United States, AAA predicts travel for Thanksgiving will rebound to near pre… [+7040 chars]",2021-11-09,https://www.cnn.com/travel/article/holiday-travel-2021-forecast-how-to-prepare/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211108204455-holiday-travel-lax-airport-2020-super-tease.jpg,pandemic holiday travel   how to navigate thanksgiving this year cnn after hunkering down for the holidays in  far more travelers are expected to be on the move this year in the united states aaa predicts travel for thanksgiving will rebound to near pre  chars,"['pandemic', 'holiday', 'travel', 'navigate', 'thanksgiving', 'year', 'cnn', 'hunkering', 'holidays', 'far', 'travelers', 'expected', 'move', 'year', 'united', 'states', 'aaa', 'predicts', 'travel', 'thanksgiving', 'rebound', 'near', 'pre', 'chars']",pandemic holiday travel navigate thanksgiving year cnn hunkering holiday far traveler expected move united state aaa predicts rebound near pre char,"['pandemic', 'holiday', 'travel', 'navigate', 'thanksgiving', 'year', 'cnn', 'hunkering', 'holidays', 'far', 'travelers', 'expected', 'move', 'united', 'states', 'aaa', 'predicts', 'rebound', 'near', 'pre', 'chars']"
Texas abortion ban is an early glimpse of what post-Roe America would look like for women,"Katherine Dautrich, Isabelle Chapman, Majlie de Puy Kamp and Casey Tolan, CNN",CNN,"As Texas' law hurtles toward the US Supreme Court, women in Nicole's shoes have been forced to make rushed decisions or travel hundreds of miles to access health care.","By Katherine Dautrich, Isabelle Chapman, Majlie de Puy Kamp and Casey Tolan, CNN
Updated 8:20 AM ET, Fri October 22, 2021
 (CNN)Nicole began her morning with a simple prayer: ""Please let my car sta… [+19456 chars]",2021-10-22,https://www.cnn.com/2021/10/22/us/texas-abortion-ban-invs/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211012212356-supreme-court-abortion-protest-1010-super-tease.jpg,texas abortion ban is an early glimpse of what post roe america would look like for women by katherine dautrich isabelle chapman majlie de puy kamp and casey tolan cnn updated   am et fri october   cnn nicole began her morning with a simple prayer please let my car sta  chars,"['texas', 'abortion', 'ban', 'early', 'glimpse', 'post', 'roe', 'america', 'would', 'look', 'like', 'women', 'katherine', 'dautrich', 'isabelle', 'chapman', 'majlie', 'de', 'puy', 'kamp', 'casey', 'tolan', 'cnn', 'updated', 'et', 'fri', 'october', 'cnn', 'nicole', 'began', 'morning', 'simple', 'prayer', 'please', 'let', 'car', 'sta', 'chars']",texas abortion ban early glimpse post roe america would look like woman katherine dautrich isabelle chapman majlie de puy kamp casey tolan cnn updated et fri october nicole began morning simple prayer please let car sta char,"['texas', 'abortion', 'ban', 'early', 'glimpse', 'post', 'roe', 'america', 'would', 'look', 'like', 'women', 'katherine', 'dautrich', 'isabelle', 'chapman', 'majlie', 'de', 'puy', 'kamp', 'casey', 'tolan', 'cnn', 'updated', 'et', 'fri', 'october', 'nicole', 'began', 'morning', 'simple', 'prayer', 'please', 'let', 'car', 'sta', 'chars']"
'Homeland' chief tests positive...,"Geneva Sands, CNN",CNN,"Homeland Security Secretary Alejandro Mayorkas, who is vaccinated, tested positive for Covid-19 on Tuesday morning, according to department spokesperson Marsha Espinosa.","(CNN)Homeland Security Secretary Alejandro Mayorkas, who is vaccinated, tested positive for Covid-19 on Tuesday morning, according to department spokesperson Marsha Espinosa.
""Secretary Mayorkas tes… [+497 chars]",2021-10-19,https://www.cnn.com/2021/10/19/politics/homeland-security-secretary-mayorkas-covid-positive/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210916132844-02-alejandro-mayorkas-0909-super-tease.jpg,homeland chief tests positive cnn homeland security secretary alejandro mayorkas who is vaccinated tested positive for covid  on tuesday morning according to department spokesperson marsha espinosa secretary mayorkas tes  chars,"['homeland', 'chief', 'tests', 'positive', 'cnn', 'homeland', 'security', 'secretary', 'alejandro', 'mayorkas', 'vaccinated', 'tested', 'positive', 'covid', 'tuesday', 'morning', 'according', 'department', 'spokesperson', 'marsha', 'espinosa', 'secretary', 'mayorkas', 'tes', 'chars']",homeland chief test positive cnn security secretary alejandro mayorkas vaccinated tested covid tuesday morning according department spokesperson marsha espinosa te char,"['homeland', 'chief', 'tests', 'positive', 'cnn', 'security', 'secretary', 'alejandro', 'mayorkas', 'vaccinated', 'tested', 'covid', 'tuesday', 'morning', 'according', 'department', 'spokesperson', 'marsha', 'espinosa', 'tes', 'chars']"
The travelers who are turning their backs on airplanes,"Francesca Street, CNN",CNN,"As international travel bounces back in the wake of the pandemic, some eco-conscious travelers are committed to remaining flight free.","(CNN) A few years ago, Charlotte Wolf returned from a trip around the world and totted up the number of flights she'd taken.
""I think I did about 80 flights in quite a short space of time,"" the 29-y… [+10133 chars]",2021-11-10,https://www.cnn.com/travel/article/flight-free-travelers/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211108180851-05-flight-free-travelers-restricted-super-tease.jpg,the travelers who are turning their backs on airplanes cnn a few years ago charlotte wolf returned from a trip around the world and totted up the number of flights she would taken i think i did about  flights in quite a short space of time the  y  chars,"['travelers', 'turning', 'backs', 'airplanes', 'cnn', 'years', 'ago', 'charlotte', 'wolf', 'returned', 'trip', 'around', 'world', 'totted', 'number', 'flights', 'would', 'taken', 'think', 'flights', 'quite', 'short', 'space', 'time', 'chars']",traveler turning back airplane cnn year ago charlotte wolf returned trip around world totted number flight would taken think quite short space time char,"['travelers', 'turning', 'backs', 'airplanes', 'cnn', 'years', 'ago', 'charlotte', 'wolf', 'returned', 'trip', 'around', 'world', 'totted', 'number', 'flights', 'would', 'taken', 'think', 'quite', 'short', 'space', 'time', 'chars']"
"Uncertainty, expense and recurring goodbyes: The life of a US Foreign Service family","Loren Braunohler, CNN",CNN,What's it like to raise a family and have to move to a new country every few years? A mother of four who has resided on nearly every continent shares the highs and lows of their unique life abroad.,"Editor's Note Loren Braunohler joined the US Foreign Service as a diplomat and has served in Mozambique, Venezuela, Sudan, Washington, D.C. and Thailand. After a decade in the US State Department, sh… [+9871 chars]",2021-11-11,https://www.cnn.com/travel/article/us-foreign-service-family-cmd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211105133723-us-foreign-service-family-tease-image-restricted-super-tease.jpg,uncertainty expense and recurring goodbyes the life of a us foreign service family editor is note loren braunohler joined the us foreign service as a diplomat and has served in mozambique venezuela sudan washington d c and thailand after a decade in the us state department sh  chars,"['uncertainty', 'expense', 'recurring', 'goodbyes', 'life', 'us', 'foreign', 'service', 'family', 'editor', 'note', 'loren', 'braunohler', 'joined', 'us', 'foreign', 'service', 'diplomat', 'served', 'mozambique', 'venezuela', 'sudan', 'c', 'thailand', 'decade', 'us', 'state', 'department', 'sh', 'chars']",uncertainty expense recurring goodbye life u foreign service family editor note loren braunohler joined diplomat served mozambique venezuela sudan c thailand decade state department sh char,"['uncertainty', 'expense', 'recurring', 'goodbyes', 'life', 'us', 'foreign', 'service', 'family', 'editor', 'note', 'loren', 'braunohler', 'joined', 'diplomat', 'served', 'mozambique', 'venezuela', 'sudan', 'c', 'thailand', 'decade', 'state', 'department', 'sh', 'chars']"
Kids on the Covid-19 pandemic: What young people think about how it was handled - CNN,CNN,CNN,"During the recent Covid-19 surge leading into the school year, CNN asked Americans 16 and over what they’ve taken away from the pandemic thus far. Here’s what they had to say.","As the United States has grappled with a deadly pandemic of historic proportions, young people have been watching.
Many were old enough to understand its challenges yet too young to be making key de… [+8906 chars]",2021-10-29,https://www.cnn.com/interactive/2021/10/us/covid-pandemic-kids-wellness-commentary/,http://i2.cdn.turner.com/cnnnext/dam/assets/211027145419-covid-youth-callout-card-image-super-169.jpg,kids on the covid  pandemic what young people think about how it was handled cnn as the united states has grappled with a deadly pandemic of historic proportions young people have been watching many were old enough to understand its challenges yet too young to be making key de  chars,"['kids', 'covid', 'pandemic', 'young', 'people', 'think', 'handled', 'cnn', 'united', 'states', 'grappled', 'deadly', 'pandemic', 'historic', 'proportions', 'young', 'people', 'watching', 'many', 'old', 'enough', 'understand', 'challenges', 'yet', 'young', 'making', 'key', 'de', 'chars']",kid covid pandemic young people think handled cnn united state grappled deadly historic proportion watching many old enough understand challenge yet making key de char,"['kids', 'covid', 'pandemic', 'young', 'people', 'think', 'handled', 'cnn', 'united', 'states', 'grappled', 'deadly', 'historic', 'proportions', 'watching', 'many', 'old', 'enough', 'understand', 'challenges', 'yet', 'making', 'key', 'de', 'chars']"
Cannabis is one industry that's actually coming out of Covid even stronger - CNN,"Alicia Wallace, CNN Business",CNN,"<ol><li>Cannabis is one industry that's actually coming out of Covid even stronger  CNN
</li><li>Lawmakers’ panel moves forward with proposal to legalize ‘adult-use’ marijuana in South Dakota  KELOLAND.com
</li><li>Legalize recreational marijuana, tax at 15…","Las Vegas (CNN Business)When members of the cannabis industry descended upon Las Vegas last week for the biggest trade show in the business,there was something stirring in the air. It wasn't the arom… [+4933 chars]",2021-10-28,https://www.cnn.com/2021/10/28/business/cannabis-booming-industry-mjbizcon/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211022183821-cannabis-harvest-file-2018-california-super-tease.jpg,cannabis is one industry that is actually coming out of covid even stronger cnn las vegas cnn business when members of the cannabis industry descended upon las vegas last week for the biggest trade show in the business there was something stirring in the air it was not the arom  chars,"['cannabis', 'one', 'industry', 'actually', 'coming', 'covid', 'even', 'stronger', 'cnn', 'las', 'vegas', 'cnn', 'business', 'members', 'cannabis', 'industry', 'descended', 'upon', 'las', 'vegas', 'last', 'week', 'biggest', 'trade', 'show', 'business', 'something', 'stirring', 'air', 'arom', 'chars']",cannabis one industry actually coming covid even stronger cnn la vega business member descended upon last week biggest trade show something stirring air arom char,"['cannabis', 'one', 'industry', 'actually', 'coming', 'covid', 'even', 'stronger', 'cnn', 'las', 'vegas', 'business', 'members', 'descended', 'upon', 'last', 'week', 'biggest', 'trade', 'show', 'something', 'stirring', 'air', 'arom', 'chars']"
"Cheap, generic anti-depressant may reduce severe Covid-19 disease, study finds - CNN","Maggie Fox, CNN",CNN,"<ol><li>Cheap, generic anti-depressant may reduce severe Covid-19 disease, study finds  CNN
</li><li>Cheap antidepressant shows promise treating early COVID-19  Yahoo News
</li><li>Fluvoxamine Helps Lower Risk of Hospitalization From Covid, Study Finds  The…","(CNN)A cheap, generically available anti-depressant may reduce the risk of severe Covid-19 disease by close to a third in people at high risk, researchers reported Wednesday.
A trial among about 1,5… [+2640 chars]",2021-10-28,https://www.cnn.com/2021/10/28/health/fluvoxamine-covid-risk-study/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211027234903-covid-patient-file-090221-super-tease.jpg,cheap generic anti depressant may reduce severe covid  disease study finds cnn cnn a cheap generically available anti depressant may reduce the risk of severe covid  disease by close to a third in people at high risk researchers reported wednesday a trial among about    chars,"['cheap', 'generic', 'anti', 'depressant', 'may', 'reduce', 'severe', 'covid', 'disease', 'study', 'finds', 'cnn', 'cnn', 'cheap', 'generically', 'available', 'anti', 'depressant', 'may', 'reduce', 'risk', 'severe', 'covid', 'disease', 'close', 'third', 'people', 'high', 'risk', 'researchers', 'reported', 'wednesday', 'trial', 'among', 'chars']",cheap generic anti depressant may reduce severe covid disease study find cnn generically available risk close third people high researcher reported wednesday trial among char,"['cheap', 'generic', 'anti', 'depressant', 'may', 'reduce', 'severe', 'covid', 'disease', 'study', 'finds', 'cnn', 'generically', 'available', 'risk', 'close', 'third', 'people', 'high', 'researchers', 'reported', 'wednesday', 'trial', 'among', 'chars']"
