title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems,keywords
How to get a covid-19 vaccine appointment for your child,"Madeline Holcombe, CNN",CNN,"Now that health officials in the US have issued emergency use authorization for a vaccine for younger children, the next step in vaccinating children is families finding the nearest dose.","(CNN)Now that health officials in the US have issued emergency use authorization for a vaccine for younger children, the next step in vaccinating children is families finding the nearest dose.
The U… [+3578 chars]",2021-11-04,https://www.cnn.com/2021/11/04/health/children-covid-19-vaccine-appointment-wellness/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211103123712-05-child-vaccine-rollout-5-11-restricted-super-tease.jpg,how to get a covid  vaccine appointment for your child cnn now that health officials in the us have issued emergency use authorization for a vaccine for younger children the next step in vaccinating children is families finding the nearest dose the u  chars,"['get', 'covid', 'vaccine', 'appointment', 'child', 'cnn', 'health', 'officials', 'us', 'issued', 'emergency', 'use', 'authorization', 'vaccine', 'younger', 'children', 'next', 'step', 'vaccinating', 'children', 'families', 'finding', 'nearest', 'dose', 'chars']",get covid vaccine appointment child cnn health official u issued emergency use authorization younger child next step vaccinating family finding nearest dose char,"['get', 'covid', 'vaccine', 'appointment', 'child', 'cnn', 'health', 'officials', 'us', 'issued', 'emergency', 'use', 'authorization', 'younger', 'children', 'next', 'step', 'vaccinating', 'families', 'finding', 'nearest', 'dose', 'chars']"
"Booster dose of Pfizer/BioNTech coronavirus vaccine shows 95.6% efficacy in Phase 3 trial, companies say","Jacqueline Howard, CNN",CNN,"A booster dose of the Pfizer/BioNTech coronavirus vaccine was found to have a high efficacy -- 95.6% -- against Covid-19 in a Phase 3 trial, the companies announced on Thursday. They noted that ""efficacy was consistent irrespective of age, sex, race, ethnicit…","(CNN)A booster dose of the Pfizer/BioNTech coronavirus vaccine was found to have a high efficacy -- 95.6% -- against Covid-19 in a Phase 3 trial, the companies announced on Thursday. They noted that … [+2431 chars]",2021-10-21,https://www.cnn.com/2021/10/21/health/pfizer-booster-dose-efficacy-wellness-bn/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211021050140-01-pfizer-vaccine-vial-needle-0922-super-tease.jpg,booster dose of pfizer biontech coronavirus vaccine shows   efficacy in phase  trial companies say cnn a booster dose of the pfizer biontech coronavirus vaccine was found to have a high efficacy   against covid  in a phase  trial the companies announced on thursday they noted that  chars,"['booster', 'dose', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'shows', 'efficacy', 'phase', 'trial', 'companies', 'say', 'cnn', 'booster', 'dose', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'found', 'high', 'efficacy', 'covid', 'phase', 'trial', 'companies', 'announced', 'thursday', 'noted', 'chars']",booster dose pfizer biontech coronavirus vaccine show efficacy phase trial company say cnn found high covid announced thursday noted char,"['booster', 'dose', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'shows', 'efficacy', 'phase', 'trial', 'companies', 'say', 'cnn', 'found', 'high', 'covid', 'announced', 'thursday', 'noted', 'chars']"
The US is set to join a small club of nations vaccinating young children,"Eliza Mackintosh, CNN",CNN,"In a decision closely watched by parents and teachers across America, a panel of independent experts advising the US Food and Drug Administration on Tuesday recommended that regulators authorize Pfizer's Covid-19 vaccine for 5-year-olds to 11-year-olds, a gro…","This is the weekly edition of CNN's coronavirus newsletter. Look out for your roundup every Wednesday. If you haven't subscribed yet, sign up here.
 (CNN)In a decision closely watched by parents and… [+7795 chars]",2021-10-27,https://www.cnn.com/2021/10/27/world/coronavirus-newsletter-intl-27-10-21/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200130165125-corona-virus-cdc-image-super-tease.jpg,the us is set to join a small club of nations vaccinating young children this is the weekly edition of cnn is coronavirus newsletter look out for your roundup every wednesday if you have not subscribed yet sign up here cnn in a decision closely watched by parents and  chars,"['us', 'set', 'join', 'small', 'club', 'nations', 'vaccinating', 'young', 'children', 'weekly', 'edition', 'cnn', 'coronavirus', 'newsletter', 'look', 'roundup', 'every', 'wednesday', 'subscribed', 'yet', 'sign', 'cnn', 'decision', 'closely', 'watched', 'parents', 'chars']",u set join small club nation vaccinating young child weekly edition cnn coronavirus newsletter look roundup every wednesday subscribed yet sign decision closely watched parent char,"['us', 'set', 'join', 'small', 'club', 'nations', 'vaccinating', 'young', 'children', 'weekly', 'edition', 'cnn', 'coronavirus', 'newsletter', 'look', 'roundup', 'every', 'wednesday', 'subscribed', 'yet', 'sign', 'decision', 'closely', 'watched', 'parents', 'chars']"
The Americans who are getting the worst of the surge in inflation,Opinion by Priya Fielding-Singh and Ilana Raskind,CNN,"This Thanksgiving is predicted to be the most expensive in history, as pandemic-induced supply chain issues and labor shortages help drive up the cost of many foods. Priya Fielding-Singh and Ilana Raskind write that food inequities weren't created by inflatio…","Priya Fielding-Singh, PhD, is an assistant professor of Family and Consumer Studies at the University of Utah and the author of the new book, How the Other Half Eats: The Untold Story of Food and Ine… [+7189 chars]",2021-11-17,https://www.cnn.com/2021/11/17/opinions/americans-getting-the-worst-of-the-inflation-fielding-singh-raskind/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211108092307-01-us-inflation-food-prices-1105-super-tease.jpg,the americans who are getting the worst of the surge in inflation priya fielding singh phd is an assistant professor of family and consumer studies at the university of utah and the author of the new book how the other half eats the untold story of food and ine  chars,"['americans', 'getting', 'worst', 'surge', 'inflation', 'priya', 'fielding', 'singh', 'phd', 'assistant', 'professor', 'family', 'consumer', 'studies', 'university', 'utah', 'author', 'new', 'book', 'half', 'eats', 'untold', 'story', 'food', 'ine', 'chars']",american getting worst surge inflation priya fielding singh phd assistant professor family consumer study university utah author new book half eats untold story food ine char,"['americans', 'getting', 'worst', 'surge', 'inflation', 'priya', 'fielding', 'singh', 'phd', 'assistant', 'professor', 'family', 'consumer', 'studies', 'university', 'utah', 'author', 'new', 'book', 'half', 'eats', 'untold', 'story', 'food', 'ine', 'chars']"
Analysis: Xi's China is closing to the world. And it isn't just about borders,"Analysis by Nectar Gan, CNN",CNN,"Beijing's zero-Covid policy enjoys public support, even as China shows no sign of reopening. But analysts question how sustainable it is to stay shut off from the world -- and whether there could be considerations other than public health at play.","Analysis by Nectar Gan, CNN
Updated 6:41 PM ET, Sun November 14, 2021
Hong Kong (CNN)It's been nearly two years since China shut its international borders as part of its efforts to keep Covid-19 ou… [+12641 chars]",2021-11-14,https://www.cnn.com/2021/11/14/china/china-border-closure-inward-turn-dst-intl-hnk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211112195043-china-border-inspection-qingdao-port-1107-super-tease.jpg,analysis xi is china is closing to the world and it is not just about borders analysis by nectar gan cnn updated   pm et sun november   hong kong cnn it is been nearly two years since china shut its international borders as part of its efforts to keep covid  ou  chars,"['analysis', 'xi', 'china', 'closing', 'world', 'borders', 'analysis', 'nectar', 'gan', 'cnn', 'updated', 'pm', 'et', 'sun', 'november', 'hong', 'kong', 'cnn', 'nearly', 'two', 'years', 'since', 'china', 'shut', 'international', 'borders', 'part', 'efforts', 'keep', 'covid', 'ou', 'chars']",analysis xi china closing world border nectar gan cnn updated pm et sun november hong kong nearly two year since shut international part effort keep covid ou char,"['analysis', 'xi', 'china', 'closing', 'world', 'borders', 'nectar', 'gan', 'cnn', 'updated', 'pm', 'et', 'sun', 'november', 'hong', 'kong', 'nearly', 'two', 'years', 'since', 'shut', 'international', 'part', 'efforts', 'keep', 'covid', 'ou', 'chars']"
Analysis: The killing of a corgi shows how government power has grown unchecked in China,"Analysis by Nectar Gan and Steve George, CNN",CNN,"A series of loud bangs startle the sleeping corgi, driving it out of its bed. The door opens and two people dressed in full hazmat suits enter the living room, one carrying a crowbar and another a yellow plastic bag.","Hong Kong (CNN)A series of loud bangs startle the sleeping corgi, driving it out of its bed. The door opens and two people dressed in full hazmat suits enter the living room, one carrying a crowbar a… [+5469 chars]",2021-11-15,https://www.cnn.com/2021/11/15/china/china-dog-killed-covid-mic-intl-hnk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211115022524-02-china-dog-killed-covid-mic-super-tease.jpg,analysis the killing of a corgi shows how government power has grown unchecked in china hong kong cnn a series of loud bangs startle the sleeping corgi driving it out of its bed the door opens and two people dressed in full hazmat suits enter the living room one carrying a crowbar a  chars,"['analysis', 'killing', 'corgi', 'shows', 'government', 'power', 'grown', 'unchecked', 'china', 'hong', 'kong', 'cnn', 'series', 'loud', 'bangs', 'startle', 'sleeping', 'corgi', 'driving', 'bed', 'door', 'opens', 'two', 'people', 'dressed', 'full', 'hazmat', 'suits', 'enter', 'living', 'room', 'one', 'carrying', 'crowbar', 'chars']",analysis killing corgi show government power grown unchecked china hong kong cnn series loud bang startle sleeping driving bed door open two people dressed full hazmat suit enter living room one carrying crowbar char,"['analysis', 'killing', 'corgi', 'shows', 'government', 'power', 'grown', 'unchecked', 'china', 'hong', 'kong', 'cnn', 'series', 'loud', 'bangs', 'startle', 'sleeping', 'driving', 'bed', 'door', 'opens', 'two', 'people', 'dressed', 'full', 'hazmat', 'suits', 'enter', 'living', 'room', 'one', 'carrying', 'crowbar', 'chars']"
Supreme Court justices may have met a vaccine mandate some of them don't like,"Ariane de Vogue, CNN Supreme Court Reporter",CNN,"A group of unvaccinated Maine health care workers are asking the Supreme Court to block a state rule that mandates certain health care facilities require their employees to be fully vaccinated, arguing that the requirement violates their religious liberty rig…","(CNN)A group of unvaccinated Maine health care workers are asking the Supreme Court to block a state rule that mandates certain health care facilities require their employees to be fully vaccinated, … [+5314 chars]",2021-10-26,https://www.cnn.com/2021/10/26/politics/maine-vaccine-mandate-supreme-court/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211025163702-maine-covid-vaccination-file-restricted-super-tease.jpg,supreme court justices may have met a vaccine mandate some of them do not like cnn a group of unvaccinated maine health care workers are asking the supreme court to block a state rule that mandates certain health care facilities require their employees to be fully vaccinated  chars,"['supreme', 'court', 'justices', 'may', 'met', 'vaccine', 'mandate', 'like', 'cnn', 'group', 'unvaccinated', 'maine', 'health', 'care', 'workers', 'asking', 'supreme', 'court', 'block', 'state', 'rule', 'mandates', 'certain', 'health', 'care', 'facilities', 'require', 'employees', 'fully', 'vaccinated', 'chars']",supreme court justice may met vaccine mandate like cnn group unvaccinated maine health care worker asking block state rule mandate certain facility require employee fully vaccinated char,"['supreme', 'court', 'justices', 'may', 'met', 'vaccine', 'mandate', 'like', 'cnn', 'group', 'unvaccinated', 'maine', 'health', 'care', 'workers', 'asking', 'block', 'state', 'rule', 'mandates', 'certain', 'facilities', 'require', 'employees', 'fully', 'vaccinated', 'chars']"
New York grand jury indicts Robert Durst on murder charge,"Jean Casarez, CNN",CNN,"Robert Durst, the notorious subject of the HBO docuseries ""The Jinx"" and now a convicted murderer, was indicted Monday by a Westchester County, New York, grand jury for a separate murder charge in connection with his late wife's death.","(CNN)Robert Durst, the notorious subject of the HBO docuseries ""The Jinx"" and now a convicted murderer, was indicted Monday by a Westchester County, New York, grand jury for a separate murder charge … [+2181 chars]",2021-11-02,https://www.cnn.com/2021/11/01/us/robert-durst-indicted-wife-murder-charge-new-york/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211101180356-robert-durst-indicted-wife-murder-charge-new-york-super-tease.jpg,new york grand jury indicts robert durst on murder charge cnn robert durst the notorious subject of the hbo docuseries the jinx and now a convicted murderer was indicted monday by a westchester county new york grand jury for a separate murder charge  chars,"['new', 'york', 'grand', 'jury', 'indicts', 'robert', 'durst', 'murder', 'charge', 'cnn', 'robert', 'durst', 'notorious', 'subject', 'hbo', 'docuseries', 'jinx', 'convicted', 'murderer', 'indicted', 'monday', 'westchester', 'county', 'new', 'york', 'grand', 'jury', 'separate', 'murder', 'charge', 'chars']",new york grand jury indicts robert durst murder charge cnn notorious subject hbo docuseries jinx convicted murderer indicted monday westchester county separate char,"['new', 'york', 'grand', 'jury', 'indicts', 'robert', 'durst', 'murder', 'charge', 'cnn', 'notorious', 'subject', 'hbo', 'docuseries', 'jinx', 'convicted', 'murderer', 'indicted', 'monday', 'westchester', 'county', 'separate', 'chars']"
Why America's economy may still need trillions of dollars,"Julia Horowitz, CNN Business",CNN,"News that prices for American consumers are rising at the fastest rate in three decades has spooked investors and economists, piling pressure on President Joe Biden and the Federal Reserve to respond more aggressively.",A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the … [+7130 chars],2021-11-12,https://www.cnn.com/2021/11/12/investing/premarket-stocks-trading/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211112071520-economy-job-fair-new-york-101921-file-super-tease.jpg,why america is economy may still need trillions of dollars a version of this story first appeared in cnn business before the bell newsletter not a subscriber you can sign up right here you can listen to an audio version of the newsletter by clicking the  chars,"['america', 'economy', 'may', 'still', 'need', 'trillions', 'dollars', 'version', 'story', 'first', 'appeared', 'cnn', 'business', 'bell', 'newsletter', 'subscriber', 'sign', 'right', 'listen', 'audio', 'version', 'newsletter', 'clicking', 'chars']",america economy may still need trillion dollar version story first appeared cnn business bell newsletter subscriber sign right listen audio clicking char,"['america', 'economy', 'may', 'still', 'need', 'trillions', 'dollars', 'version', 'story', 'first', 'appeared', 'cnn', 'business', 'bell', 'newsletter', 'subscriber', 'sign', 'right', 'listen', 'audio', 'clicking', 'chars']"
Jury selected in civil trial against organizers of 'Unite the Right' rally,"Mark Morales, CNN",CNN,"A jury has been selected in the civil trial that will decide if organizers behind the August 2017, ""Unite the Right"" rally will be held responsible for the violence that took place in Charlottesville, Virginia.","(CNN)A jury has been selected in the civil trial that will decide if organizers behind the August 2017, ""Unite the Right"" rally will be held responsible for the violence that took place in Charlottes… [+1310 chars]",2021-10-27,https://www.cnn.com/2021/10/27/us/charlottesville-rally-jury-selection/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211027150942-spencer-charlottesville-rally-2017-super-tease.jpg,jury selected in civil trial against organizers of unite the right rally cnn a jury has been selected in the civil trial that will decide if organizers behind the august  unite the right rally will be held responsible for the violence that took place in charlottes  chars,"['jury', 'selected', 'civil', 'trial', 'organizers', 'unite', 'right', 'rally', 'cnn', 'jury', 'selected', 'civil', 'trial', 'decide', 'organizers', 'behind', 'august', 'unite', 'right', 'rally', 'held', 'responsible', 'violence', 'took', 'place', 'charlottes', 'chars']",jury selected civil trial organizer unite right rally cnn decide behind august held responsible violence took place charlotte char,"['jury', 'selected', 'civil', 'trial', 'organizers', 'unite', 'right', 'rally', 'cnn', 'decide', 'behind', 'august', 'held', 'responsible', 'violence', 'took', 'place', 'charlottes', 'chars']"
Sheep replace cars as they cross Madrid en route to winter pastures,Story by Reuters,CNN,"The streets of Madrid were filled with sheep and the clanking of bells on Sunday as shepherds guided their flocks through the heart of the Spanish capital, following ancient seasonal herding routes.","(CNN) The streets of Madrid were filled with sheep and the clanking of bells on Sunday as shepherds guided their flocks through the heart of the Spanish capital, following ancient seasonal herding ro… [+1090 chars]",2021-10-24,https://www.cnn.com/travel/article/spain-madrid-sheep-herding-migration-road-scli-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211024084509-02-spain-madrid-sheep-herding-migration-road-scli-intl-super-tease.jpg,sheep replace cars as they cross madrid en route to winter pastures cnn the streets of madrid were filled with sheep and the clanking of bells on sunday as shepherds guided their flocks through the heart of the spanish capital following ancient seasonal herding ro  chars,"['sheep', 'replace', 'cars', 'cross', 'madrid', 'en', 'route', 'winter', 'pastures', 'cnn', 'streets', 'madrid', 'filled', 'sheep', 'clanking', 'bells', 'sunday', 'shepherds', 'guided', 'flocks', 'heart', 'spanish', 'capital', 'following', 'ancient', 'seasonal', 'herding', 'ro', 'chars']",sheep replace car cross madrid en route winter pasture cnn street filled clanking bell sunday shepherd guided flock heart spanish capital following ancient seasonal herding ro char,"['sheep', 'replace', 'cars', 'cross', 'madrid', 'en', 'route', 'winter', 'pastures', 'cnn', 'streets', 'filled', 'clanking', 'bells', 'sunday', 'shepherds', 'guided', 'flocks', 'heart', 'spanish', 'capital', 'following', 'ancient', 'seasonal', 'herding', 'ro', 'chars']"
Opinion: A bad omen for Democrats,Opinion by Alice Stewart,CNN,A great win for the Grand Old Party could be a bad omen for Democrats. Republican Glenn Youngkin picked up momentum at just the right moment to defeat Democrat Terry McAuliffe in the Virginia governor's race. This election could well foreshadow disaster for D…,"Alice Stewart is a CNN political commentator and former Communications Director for Ted Cruz for President. The opinions expressed here are her own. View more opinion at CNN.
 (CNN)A great win for t… [+2965 chars]",2021-11-03,https://www.cnn.com/2021/11/03/opinions/virginia-youngkin-win-omen-for-democrats-stewart/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211103082310-glenn-youngkin-campaigning-super-tease.jpg,opinion a bad omen for democrats alice stewart is a cnn political commentator and former communications director for ted cruz for president the opinions expressed here are her own view more opinion at cnn cnn a great win for t  chars,"['opinion', 'bad', 'omen', 'democrats', 'alice', 'stewart', 'cnn', 'political', 'commentator', 'former', 'communications', 'director', 'ted', 'cruz', 'president', 'opinions', 'expressed', 'view', 'opinion', 'cnn', 'cnn', 'great', 'win', 'chars']",opinion bad omen democrat alice stewart cnn political commentator former communication director ted cruz president opinion expressed view great win char,"['opinion', 'bad', 'omen', 'democrats', 'alice', 'stewart', 'cnn', 'political', 'commentator', 'former', 'communications', 'director', 'ted', 'cruz', 'president', 'opinions', 'expressed', 'view', 'great', 'win', 'chars']"
The next front in Facebook's misinformation battle: climate change,"Clare Duffy, CNN Business",CNN,"In August 2019, when a Facebook employee typed ""climate change"" into the platform's search bar, the auto-fill suggestions that popped up included ""climate change debunked"" and ""climate change is a hoax."" The results prompted the employee to ask in a post on t…","New York (CNN Business)In August 2019, when a Facebook employee typed ""climate change"" into the platform's search bar, the auto-fill suggestions that popped up included ""climate change debunked"" and … [+9175 chars]",2021-11-07,https://www.cnn.com/2021/11/07/tech/facebook-climate-change-misinformation/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211105131432-california-wildfires-0825-super-tease.jpg,the next front in facebook is misinformation battle climate change new york cnn business in august  when a facebook employee typed climate change into the platform is search bar the auto fill suggestions that popped up included climate change debunked and  chars,"['next', 'front', 'facebook', 'misinformation', 'battle', 'climate', 'change', 'new', 'york', 'cnn', 'business', 'august', 'facebook', 'employee', 'typed', 'climate', 'change', 'platform', 'search', 'bar', 'auto', 'fill', 'suggestions', 'popped', 'included', 'climate', 'change', 'debunked', 'chars']",next front facebook misinformation battle climate change new york cnn business august employee typed platform search bar auto fill suggestion popped included debunked char,"['next', 'front', 'facebook', 'misinformation', 'battle', 'climate', 'change', 'new', 'york', 'cnn', 'business', 'august', 'employee', 'typed', 'platform', 'search', 'bar', 'auto', 'fill', 'suggestions', 'popped', 'included', 'debunked', 'chars']"
Here's the answer to your holiday supply-chain worries,Jill Filipovic,CNN,"It's only November, but already, Americans are panicking about holiday shopping.  Gift-givers are hearing a clear message: buy now or you may not have want you want under the tree on Christmas morning, writes Jill Filipovic.  But what if, instead of starting …","Jill Filipovic is a journalist based in New York and author of the book ""OK Boomer, Let's Talk: How My Generation Got Left Behind."" Follow her on Twitter. The opinions expressed in this commentary ar… [+7544 chars]",2021-11-03,https://www.cnn.com/2021/11/03/opinions/supply-chain-worries-christmas-filipovic/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191221155949-christmas-tree-stock-super-tease.jpg,here is the answer to your holiday supply chain worries jill filipovic is a journalist based in new york and author of the book ok boomer let is talk how my generation got left behind follow her on twitter the opinions expressed in this commentary ar  chars,"['answer', 'holiday', 'supply', 'chain', 'worries', 'jill', 'filipovic', 'journalist', 'based', 'new', 'york', 'author', 'book', 'ok', 'boomer', 'let', 'talk', 'generation', 'got', 'left', 'behind', 'follow', 'twitter', 'opinions', 'expressed', 'commentary', 'ar', 'chars']",answer holiday supply chain worry jill filipovic journalist based new york author book ok boomer let talk generation got left behind follow twitter opinion expressed commentary ar char,"['answer', 'holiday', 'supply', 'chain', 'worries', 'jill', 'filipovic', 'journalist', 'based', 'new', 'york', 'author', 'book', 'ok', 'boomer', 'let', 'talk', 'generation', 'got', 'left', 'behind', 'follow', 'twitter', 'opinions', 'expressed', 'commentary', 'ar', 'chars']"
Mall Santas will be pretty much back to normal this year,"Parija Kavilanz, CNN Business",CNN,"It's beginning to look a lot like pre-pandemic Christmas, with malls and stores bringing back tree lighting ceremonies, carol singers and a less socially distanced Santa this year.","New York (CNN Business)It's beginning to look a lot like pre-pandemic Christmas, with malls and stores bringing back tree lighting ceremonies, carol singers and a less socially distanced Santa this y… [+4498 chars]",2021-11-14,https://www.cnn.com/2021/11/14/business/santa-mall-visit/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211112151622-01-mall-santa-2020-super-tease.jpg,mall santas will be pretty much back to normal this year new york cnn business it is beginning to look a lot like pre pandemic christmas with malls and stores bringing back tree lighting ceremonies carol singers and a less socially distanced santa this y  chars,"['mall', 'santas', 'pretty', 'much', 'back', 'normal', 'year', 'new', 'york', 'cnn', 'business', 'beginning', 'look', 'lot', 'like', 'pre', 'pandemic', 'christmas', 'malls', 'stores', 'bringing', 'back', 'tree', 'lighting', 'ceremonies', 'carol', 'singers', 'less', 'socially', 'distanced', 'santa', 'chars']",mall santa pretty much back normal year new york cnn business beginning look lot like pre pandemic christmas mall store bringing tree lighting ceremony carol singer le socially distanced santa char,"['mall', 'santas', 'pretty', 'much', 'back', 'normal', 'year', 'new', 'york', 'cnn', 'business', 'beginning', 'look', 'lot', 'like', 'pre', 'pandemic', 'christmas', 'malls', 'stores', 'bringing', 'tree', 'lighting', 'ceremonies', 'carol', 'singers', 'less', 'socially', 'distanced', 'santa', 'chars']"
UN to Elon Musk: Here's that $6 billion plan to end world hunger,"Jackie Wattles, CNN Business",CNN,"The director of the United Nations' World Food Programme laid out a plan to spend $6.6 billion to combat world hunger — a direct response to a back-and-forth with Tesla CEO Elon Musk, who claimed he would sell Tesla stock to fund a plan if the WFP could descr…",New York (CNN Business)The director of the United Nations' World Food Programme laid out a plan to spend $6.6 billion to combat world hunger a direct response to a back-and-forth with Tesla CEO Elon … [+4374 chars],2021-11-18,https://www.cnn.com/2021/11/18/tech/elon-musk-world-hunger-wfp-donation/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211117170153-david-beasley-world-food-program-1102-super-tease.jpg,un to elon musk here is that  billion plan to end world hunger new york cnn business the director of the united nations world food programme laid out a plan to spend   billion to combat world hunger a direct response to a back and forth with tesla ceo elon  chars,"['un', 'elon', 'musk', 'billion', 'plan', 'end', 'world', 'hunger', 'new', 'york', 'cnn', 'business', 'director', 'united', 'nations', 'world', 'food', 'programme', 'laid', 'plan', 'spend', 'billion', 'combat', 'world', 'hunger', 'direct', 'response', 'back', 'forth', 'tesla', 'ceo', 'elon', 'chars']",un elon musk billion plan end world hunger new york cnn business director united nation food programme laid spend combat direct response back forth tesla ceo char,"['un', 'elon', 'musk', 'billion', 'plan', 'end', 'world', 'hunger', 'new', 'york', 'cnn', 'business', 'director', 'united', 'nations', 'food', 'programme', 'laid', 'spend', 'combat', 'direct', 'response', 'back', 'forth', 'tesla', 'ceo', 'chars']"
Opinion: What 'BBB' really means,"Opinion by Julian Zelizer, CNN Political Analyst",CNN,"President Joe Biden is getting closer to another major victory in what could be a legislative hat trick to round out his first year in office. After House Minority Leader Kevin McCarthy delayed a vote in the lower chamber with an eight-hour speech last night,…","Julian Zelizer, a CNN political analyst, is a professor of history and public affairs at Princeton University and author of the book, ""Abraham Joshua Heschel: A life of Radical Amazement."" Follow him… [+5879 chars]",2021-11-19,https://www.cnn.com/2021/11/19/opinions/build-back-better-biden-messaging-zelizer/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211119062526-joe-biden-11-12-2021-super-tease.jpg,opinion what bbb really means julian zelizer a cnn political analyst is a professor of history and public affairs at princeton university and author of the book abraham joshua heschel a life of radical amazement follow him  chars,"['opinion', 'bbb', 'really', 'means', 'julian', 'zelizer', 'cnn', 'political', 'analyst', 'professor', 'history', 'public', 'affairs', 'princeton', 'university', 'author', 'book', 'abraham', 'joshua', 'heschel', 'life', 'radical', 'amazement', 'follow', 'chars']",opinion bbb really mean julian zelizer cnn political analyst professor history public affair princeton university author book abraham joshua heschel life radical amazement follow char,"['opinion', 'bbb', 'really', 'means', 'julian', 'zelizer', 'cnn', 'political', 'analyst', 'professor', 'history', 'public', 'affairs', 'princeton', 'university', 'author', 'book', 'abraham', 'joshua', 'heschel', 'life', 'radical', 'amazement', 'follow', 'chars']"
What airplane business class will look like in 2025,"By John Walton, CNN",CNN,"It may feel like 2025 is a long way away, but for airlines' luxurious new business class seats -- which can take years to design and install -- it's right around the corner.","(CNN) It may feel like 2025 is a long way away, but for airlines' luxurious new business class seats -- which can take years to design and install -- it's right around the corner. 
So what will busi… [+5635 chars]",2021-11-16,https://www.cnn.com/travel/article/business-class-airplane-2025-cmd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211115141225-teague-biz-class-tz-super-tease.jpg,what airplane business class will look like in  cnn it may feel like  is a long way away but for airlines luxurious new business class seats which can take years to design and install it is right around the corner so what will busi  chars,"['airplane', 'business', 'class', 'look', 'like', 'cnn', 'may', 'feel', 'like', 'long', 'way', 'away', 'airlines', 'luxurious', 'new', 'business', 'class', 'seats', 'take', 'years', 'design', 'install', 'right', 'around', 'corner', 'busi', 'chars']",airplane business class look like cnn may feel long way away airline luxurious new seat take year design install right around corner busi char,"['airplane', 'business', 'class', 'look', 'like', 'cnn', 'may', 'feel', 'long', 'way', 'away', 'airlines', 'luxurious', 'new', 'seats', 'take', 'years', 'design', 'install', 'right', 'around', 'corner', 'busi', 'chars']"
"Inside Ivy Getty's high-fashion, star-studded wedding","Kristen Rogers, CNN",CNN,"Model and artist Ivy Getty married photographer Tobias Alexander Engel at San Francisco's City Hall Saturday, in a ceremony officiated by Speaker of the House Nancy Pelosi. Here's a look inside their elaborate, star-studded wedding weekend.","fashionPublished 10th November 2021
Artist and model Ivy Love Getty put a high-fashion spin on the idea of a city hall wedding.
Getty, the great granddaughter of late billionaire oil tycoon J. Paul… [+2501 chars]",2021-11-10,https://www.cnn.com/style/article/ivy-getty-wedding-photos-san-francisco-city-hall/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211110125615-03-vogue-ivy-getty-wedding-photos-restricted-super-tease.jpg,inside ivy getty is high fashion star studded wedding fashionpublished th november  artist and model ivy love getty put a high fashion spin on the idea of a city hall wedding getty the great granddaughter of late billionaire oil tycoon j paul  chars,"['inside', 'ivy', 'getty', 'high', 'fashion', 'star', 'studded', 'wedding', 'fashionpublished', 'th', 'november', 'artist', 'model', 'ivy', 'love', 'getty', 'put', 'high', 'fashion', 'spin', 'idea', 'city', 'hall', 'wedding', 'getty', 'great', 'granddaughter', 'late', 'billionaire', 'oil', 'tycoon', 'j', 'paul', 'chars']",inside ivy getty high fashion star studded wedding fashionpublished th november artist model love put spin idea city hall great granddaughter late billionaire oil tycoon j paul char,"['inside', 'ivy', 'getty', 'high', 'fashion', 'star', 'studded', 'wedding', 'fashionpublished', 'th', 'november', 'artist', 'model', 'love', 'put', 'spin', 'idea', 'city', 'hall', 'great', 'granddaughter', 'late', 'billionaire', 'oil', 'tycoon', 'j', 'paul', 'chars']"
